,ID,Generation,Region,Name,Type,Pokémon.Role,Legendary,Sex,Height,Weight,Health,Attack,Sp.Attack,Defense,Sp.Defense,Speed,Total,Abilities,Height.ft,Weight.lbs,Weight.Class,Height.Class
663,351,3,Hoenn,"Castform
Rainy Form",Water,Mage,No,"Male, Female",0.3 m (1′00″),0.8 kg (1.8 lbs),70,70,70,70,70,70,420,Forecast,1,1.8,Class 1,Class 1
664,351,3,Hoenn,"Castform
Snowy Form",Ice,Mage,No,"Male, Female",0.3 m (1′00″),0.8 kg (1.8 lbs),70,70,70,70,70,70,420,Forecast,1,1.8,Class 1,Class 1
665,352,3,Hoenn,Kecleon,Normal,"Scout, Support",No,"Male, Female",1.0 m (3′03″),22.0 kg (48.5 lbs),60,90,60,70,120,40,440,"Color Change, Protean",3.03,48.5,Class 2,Class 2
666,353,3,Hoenn,Shuppet,Ghost,DPS Melee,No,"Male, Female",0.6 m (2′00″),2.3 kg (5.1 lbs),44,75,63,35,33,45,295,"Insomnia, Frisk, Cursed Body",2,5.1,Class 1,Class 1
667,354,3,Hoenn,Banette,Ghost,"DPS Melee, Support",No,"Male, Female",1.1 m (3′07″),12.5 kg (27.6 lbs),64,115,83,65,63,65,455,"Insomnia, Frisk, Cursed Body",3.07,27.6,Class 2,Class 3
668,354,6,Kalos,"Banette
Mega Banette",Ghost,"DPS Melee, Support",No,"Male, Female",1.1 m (3′07″),12.5 kg (27.6 lbs),64,165,93,75,83,75,555,"Insomnia, Frisk, Cursed Body",3.07,27.6,Class 2,Class 3
669,355,3,Hoenn,Duskull,Ghost,Support,No,"Male, Female",0.8 m (2′07″),15.0 kg (33.1 lbs),20,40,30,90,90,25,295,"Levitate, Frisk",2.07,33.1,Class 2,Class 2
670,356,3,Hoenn,Dusclops,Ghost,"Support, Tank",No,"Male, Female",1.6 m (5′03″),30.6 kg (67.5 lbs),40,70,60,130,130,25,455,"Pressure, Frisk",5.03,67.5,Class 3,Class 4
671,357,3,Hoenn,Tropius,Grass,"Support, Tank",No,"Male, Female",2.0 m (6′07″),100.0 kg (220.5 lbs),99,68,72,83,87,51,460,"Chlorophyll, Solar Power, Harvest",6.07,220.5,Class 4,Class 4
672,357,3,Hoenn,Tropius,Flying,"Support, Tank",No,"Male, Female",2.0 m (6′07″),100.0 kg (220.5 lbs),99,68,72,83,87,51,460,"Chlorophyll, Solar Power, Harvest",6.07,220.5,Class 4,Class 4
673,358,3,Hoenn,Chimecho,Psychic,"Support, Healer",No,"Male, Female",0.6 m (2′00″),1.0 kg (2.2 lbs),75,50,95,80,90,65,455,Levitate,2,2.2,Class 1,Class 1
674,359,3,Hoenn,Absol,Dark,DPS Melee,No,"Male, Female",1.2 m (3′11″),47.0 kg (103.6 lbs),65,130,75,60,60,75,465,"Pressure, Super Luck, Justified",3.11,103.6,Class 3,Class 3
675,359,6,Kalos,"Absol
Mega Absol",Dark,"DPS Melee, Crowd Controller",No,"Male, Female",1.2 m (3′11″),47.0 kg (103.6 lbs),65,150,115,60,60,115,565,"Pressure, Super Luck, Justified",3.11,103.6,Class 3,Class 3
676,360,3,Hoenn,Wynaut,Psychic,Support,No,"Male, Female",0.6 m (2′00″),14.0 kg (30.9 lbs),95,23,23,48,48,23,260,"Shadow Tag, Telepathy",2,30.9,Class 2,Class 1
677,361,3,Hoenn,Snorunt,Ice,DPS Melee,No,"Male, Female",0.7 m (2′04″),16.8 kg (37.0 lbs),50,50,50,50,50,50,300,"Inner Focus, Ice Body, Moody",2.04,37,Class 2,Class 2
678,362,3,Hoenn,Glalie,Ice,DPS Melee,No,"Male, Female",1.5 m (4′11″),256.5 kg (565.5 lbs),80,80,80,80,80,80,480,"Inner Focus, Ice Body, Moody",4.11,565.5,Class 4,Class 3
679,362,6,Kalos,"Glalie
Mega Glalie",Ice,DPS Melee,No,"Male, Female",1.5 m (4′11″),256.5 kg (565.5 lbs),80,120,120,80,80,100,580,"Inner Focus, Ice Body, Moody",4.11,565.5,Class 4,Class 3
680,363,3,Hoenn,Spheal,Ice,Tank,No,"Male, Female",0.8 m (2′07″),39.5 kg (87.1 lbs),70,40,55,50,50,25,290,"Thick Fat, Ice Body, Oblivious",2.07,87.1,Class 3,Class 2
681,363,3,Hoenn,Spheal,Water,Tank,No,"Male, Female",0.8 m (2′07″),39.5 kg (87.1 lbs),70,40,55,50,50,25,290,"Thick Fat, Ice Body, Oblivious",2.07,87.1,Class 3,Class 2
682,364,3,Hoenn,Sealeo,Ice,Tank,No,"Male, Female",1.1 m (3′07″),87.6 kg (193.1 lbs),90,60,75,70,70,45,410,"Thick Fat, Ice Body, Oblivious",3.07,193.1,Class 4,Class 3
683,364,3,Hoenn,Sealeo,Water,Tank,No,"Male, Female",1.1 m (3′07″),87.6 kg (193.1 lbs),90,60,75,70,70,45,410,"Thick Fat, Ice Body, Oblivious",3.07,193.1,Class 4,Class 3
684,365,3,Hoenn,Walrein,Ice,"Tank, DPS Melee",No,"Male, Female",1.4 m (4′07″),150.6 kg (332.0 lbs),110,80,95,90,90,65,530,"Thick Fat, Ice Body, Oblivious",4.07,332,Class 4,Class 3
685,365,3,Hoenn,Walrein,Water,"Tank, DPS Melee",No,"Male, Female",1.4 m (4′07″),150.6 kg (332.0 lbs),110,80,95,90,90,65,530,"Thick Fat, Ice Body, Oblivious",4.07,332,Class 4,Class 3
686,366,3,Hoenn,Clamperl,Water,Support,No,"Male, Female",0.4 m (1′04″),52.5 kg (115.7 lbs),35,64,74,85,55,32,345,"Shell Armor, Rattled",1.04,115.7,Class 3,Class 1
687,367,3,Hoenn,Huntail,Water,DPS Melee,No,"Male, Female",1.7 m (5′07″),27.0 kg (59.5 lbs),55,104,94,105,75,52,485,"Swift Swim, Water Veil",5.07,59.5,Class 2,Class 4
688,368,3,Hoenn,Gorebyss,Water,DPS Melee,No,"Male, Female",1.8 m (5′11″),22.6 kg (49.8 lbs),55,84,114,105,75,52,485,"Swift Swim, Hydration",5.11,49.8,Class 2,Class 4
689,369,3,Hoenn,Relicanth,Water,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),23.4 kg (51.6 lbs),100,90,45,130,65,55,485,"Swift Swim, Rock Head, Sturdy",3.03,51.6,Class 2,Class 2
690,369,3,Hoenn,Relicanth,Rock,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),23.4 kg (51.6 lbs),100,90,45,130,65,55,485,"Swift Swim, Rock Head, Sturdy",3.03,51.6,Class 2,Class 2
691,370,3,Hoenn,Luvdisc,Water,DPS Melee,No,"Male, Female",0.6 m (2′00″),8.7 kg (19.2 lbs),43,30,40,55,65,97,330,"Swift Swim, Hydration",2,19.2,Class 2,Class 1
692,371,3,Hoenn,Bagon,Dragon,DPS Melee,No,"Male, Female",0.6 m (2′00″),42.1 kg (92.8 lbs),45,75,40,60,30,50,300,"Rock Head, Sheer Force",2,92.8,Class 3,Class 1
693,372,3,Hoenn,Shelgon,Dragon,"Tank, DPS Melee",No,"Male, Female",1.1 m (3′07″),110.5 kg (243.6 lbs),65,95,60,100,50,50,420,"Rock Head, Overcoat",3.07,243.6,Class 4,Class 3
694,373,3,Hoenn,Salamence,Dragon,"DPS Melee, Crowd Controller",No,"Male, Female",1.5 m (4′11″),102.6 kg (226.2 lbs),95,135,110,80,80,100,600,"Intimidate, Moxie",4.11,226.2,Class 4,Class 3
695,373,3,Hoenn,Salamence,Flying,"DPS Melee, Crowd Controller",No,"Male, Female",1.5 m (4′11″),102.6 kg (226.2 lbs),95,135,110,80,80,100,600,"Intimidate, Moxie",4.11,226.2,Class 4,Class 3
696,373,6,Kalos,"Salamence
Mega Salamence",Dragon,"DPS Melee, Crowd Controller",No,"Male, Female",1.5 m (4′11″),102.6 kg (226.2 lbs),95,145,120,130,90,120,700,"Intimidate, Moxie",4.11,226.2,Class 4,Class 3
697,373,6,Kalos,"Salamence
Mega Salamence",Flying,"DPS Melee, Crowd Controller",No,"Male, Female",1.5 m (4′11″),102.6 kg (226.2 lbs),95,145,120,130,90,120,700,"Intimidate, Moxie",4.11,226.2,Class 4,Class 3
698,374,3,Hoenn,Beldum,Steel,"Scout, Tank",No,Genderless,0.6 m (2′00″),95.2 kg (209.9 lbs),40,55,35,80,60,30,300,"Clear Body, Light Metal",2,209.9,Class 4,Class 1
699,374,3,Hoenn,Beldum,Psychic,"Scout, Tank",No,Genderless,0.6 m (2′00″),95.2 kg (209.9 lbs),40,55,35,80,60,30,300,"Clear Body, Light Metal",2,209.9,Class 4,Class 1
700,375,3,Hoenn,Metang,Steel,"Tank, DPS Melee",No,Genderless,1.2 m (3′11″),202.5 kg (446.4 lbs),60,75,55,100,80,50,420,"Clear Body, Light Metal",3.11,446.4,Class 4,Class 3
701,375,3,Hoenn,Metang,Psychic,"Tank, DPS Melee",No,Genderless,1.2 m (3′11″),202.5 kg (446.4 lbs),60,75,55,100,80,50,420,"Clear Body, Light Metal",3.11,446.4,Class 4,Class 3
702,376,3,Hoenn,Metagross,Steel,"Tank, DPS Melee",No,Genderless,1.6 m (5′03″),550.0 kg (1212.5 lbs),80,135,95,130,90,70,600,"Clear Body, Light Metal",5.03,1212.5,Class 4,Class 4
703,376,3,Hoenn,Metagross,Psychic,"Tank, DPS Melee",No,Genderless,1.6 m (5′03″),550.0 kg (1212.5 lbs),80,135,95,130,90,70,600,"Clear Body, Light Metal",5.03,1212.5,Class 4,Class 4
704,376,6,Kalos,"Metagross
Mega Metagross",Steel,"Tank, DPS Melee",No,Genderless,1.6 m (5′03″),550.0 kg (1212.5 lbs),80,145,105,150,110,110,700,"Clear Body, Light Metal",5.03,1212.5,Class 4,Class 4
705,376,6,Kalos,"Metagross
Mega Metagross",Psychic,"Tank, DPS Melee",No,Genderless,1.6 m (5′03″),550.0 kg (1212.5 lbs),80,145,105,150,110,110,700,"Clear Body, Light Metal",5.03,1212.5,Class 4,Class 4
706,377,3,Hoenn,Regirock,Rock,Tank,Yes,Genderless,1.7 m (5′07″),230.0 kg (507.1 lbs),80,100,50,200,100,50,580,"Clear Body, Sturdy",5.07,507.1,Class 4,Class 4
707,378,3,Hoenn,Regice,Ice,Tank,Yes,Genderless,1.8 m (5′11″),175.0 kg (385.8 lbs),80,50,100,100,200,50,580,"Clear Body, Ice Body",5.11,385.8,Class 4,Class 4
708,379,3,Hoenn,Registeel,Steel,Tank,Yes,Genderless,1.9 m (6′03″),205.0 kg (451.9 lbs),80,75,75,150,150,50,580,"Clear Body, Light Metal",6.03,451.9,Class 4,Class 4
709,380,3,Hoenn,Latias,Dragon,"Healer, DPS Ranged",Yes,Female,1.4 m (4′07″),40.0 kg (88.2 lbs),80,80,110,90,130,110,600,Levitate,4.07,88.2,Class 3,Class 3
710,380,3,Hoenn,Latias,Psychic,"Healer, DPS Ranged",Yes,Female,1.4 m (4′07″),40.0 kg (88.2 lbs),80,80,110,90,130,110,600,Levitate,4.07,88.2,Class 3,Class 3
711,380,6,Kalos,"Latias
Mega Latias",Dragon,"Healer, DPS Ranged",Yes,Female,1.4 m (4′07″),40.0 kg (88.2 lbs),80,100,140,120,150,110,700,Levitate,4.07,88.2,Class 3,Class 3
712,380,6,Kalos,"Latias
Mega Latias",Psychic,"Healer, DPS Ranged",Yes,Female,1.4 m (4′07″),40.0 kg (88.2 lbs),80,100,140,120,150,110,700,Levitate,4.07,88.2,Class 3,Class 3
713,381,3,Hoenn,Latios,Dragon,"DPS Ranged, Support",Yes,Male,2.0 m (6′07″),60.0 kg (132.3 lbs),80,90,130,80,110,110,600,Levitate,6.07,132.3,Class 3,Class 4
714,381,3,Hoenn,Latios,Psychic,"DPS Ranged, Support",Yes,Male,2.0 m (6′07″),60.0 kg (132.3 lbs),80,90,130,80,110,110,600,Levitate,6.07,132.3,Class 3,Class 4
715,381,6,Kalos,"Latios
Mega Latios",Dragon,"DPS Ranged, Support",Yes,Male,2.0 m (6′07″),60.0 kg (132.3 lbs),80,130,160,100,120,110,700,Levitate,6.07,132.3,Class 3,Class 4
716,381,6,Kalos,"Latios
Mega Latios",Psychic,"DPS Ranged, Support",Yes,Male,2.0 m (6′07″),60.0 kg (132.3 lbs),80,130,160,100,120,110,700,Levitate,6.07,132.3,Class 3,Class 4
717,382,3,Hoenn,Kyogre,Water,"Mage, DPS Ranged",Yes,Genderless,4.5 m (14′09″),352.0 kg (776.0 lbs),100,100,150,90,140,90,670,Drizzle,14.09,776,Class 4,Class 4
718,382,3,Hoenn,"Kyogre
Primal Kyogre",Water,"Mage, DPS Ranged",Yes,Genderless,4.5 m (14′09″),352.0 kg (776.0 lbs),100,150,180,90,160,90,770,Drizzle,14.09,776,Class 4,Class 4
719,383,3,Hoenn,Groudon,Ground,"Tank, DPS Melee",Yes,Genderless,3.5 m (11′06″),950.0 kg (2094.4 lbs),100,150,100,140,90,90,670,Drought,11.06,2094.4,Class 4,Class 4
720,383,3,Hoenn,"Groudon
Primal Groudon",Ground,"Tank, DPS Melee",Yes,Genderless,3.5 m (11′06″),950.0 kg (2094.4 lbs),100,180,150,160,90,90,770,Drought,11.06,2094.4,Class 4,Class 4
721,383,3,Hoenn,"Groudon
Primal Groudon",Fire,"Tank, DPS Melee",Yes,Genderless,3.5 m (11′06″),950.0 kg (2094.4 lbs),100,180,150,160,90,90,770,Drought,11.06,2094.4,Class 4,Class 4
722,384,3,Hoenn,Rayquaza,Dragon,"DPS Melee, Crowd Controller",Yes,Genderless,7.0 m (23′00″),206.5 kg (455.3 lbs),105,150,150,90,90,95,680,Air Lock,23,455.3,Class 4,Class 4
723,384,3,Hoenn,Rayquaza,Flying,"DPS Melee, Crowd Controller",Yes,Genderless,7.0 m (23′00″),206.5 kg (455.3 lbs),105,150,150,90,90,95,680,Air Lock,23,455.3,Class 4,Class 4
724,384,6,Kalos,"Rayquaza
Mega Rayquaza",Dragon,"DPS Melee, Crowd Controller",Yes,Genderless,7.0 m (23′00″),206.5 kg (455.3 lbs),105,180,180,100,100,115,780,Air Lock,23,455.3,Class 4,Class 4
725,384,6,Kalos,"Rayquaza
Mega Rayquaza",Flying,"DPS Melee, Crowd Controller",Yes,Genderless,7.0 m (23′00″),206.5 kg (455.3 lbs),105,180,180,100,100,115,780,Air Lock,23,455.3,Class 4,Class 4
726,385,3,Hoenn,Jirachi,Steel,"Healer, DPS Melee",No,Genderless,0.3 m (1′00″),1.1 kg (2.4 lbs),100,100,100,100,100,100,600,Serene Grace,1,2.4,Class 1,Class 1
727,385,3,Hoenn,Jirachi,Psychic,"Healer, DPS Melee",No,Genderless,0.3 m (1′00″),1.1 kg (2.4 lbs),100,100,100,100,100,100,600,Serene Grace,1,2.4,Class 1,Class 1
728,386,3,Hoenn,"Deoxys
Normal Forme",Psychic,"DPS Melee, Mage, Scout",No,Genderless,1.7 m (5′07″),60.8 kg (134.0 lbs),50,150,150,50,50,150,600,Pressure,5.07,134,Class 3,Class 4
729,386,3,Hoenn,"Deoxys
Attack Forme",Psychic,"DPS Melee, DPS Ranged, Mage",No,Genderless,1.7 m (5′07″),60.8 kg (134.0 lbs),50,180,180,20,20,150,600,Pressure,5.07,134,Class 3,Class 4
730,386,3,Hoenn,"Deoxys
Defense Forme",Psychic,"Tank, Support, Crowd Controller",No,Genderless,1.7 m (5′07″),60.8 kg (134.0 lbs),50,70,70,160,160,90,600,Pressure,5.07,134,Class 3,Class 4
731,386,3,Hoenn,"Deoxys
Speed Forme",Psychic,"Scout, DPS Melee, DPS Ranged",No,Genderless,1.7 m (5′07″),60.8 kg (134.0 lbs),50,95,95,90,90,180,600,Pressure,5.07,134,Class 3,Class 4
732,387,4,Sinnoh,Turtwig,Grass,"Tank, Support",No,"Male, Female",0.4 m (1′04″),10.2 kg (22.5 lbs),55,68,45,64,55,31,318,"Overgrow, Shell Armor",1.04,22.5,Class 2,Class 1
733,388,4,Sinnoh,Grotle,Grass,"Tank, Crowd Controller",No,"Male, Female",1.1 m (3′07″),97.0 kg (213.8 lbs),75,89,55,85,65,36,405,"Overgrow, Shell Armor",3.07,213.8,Class 4,Class 3
734,389,4,Sinnoh,Torterra,Grass,"Tank, Crowd Controller, Support",No,"Male, Female",2.2 m (7′03″),310.0 kg (683.4 lbs),95,109,75,105,85,56,525,"Overgrow, Shell Armor",7.03,683.4,Class 4,Class 4
735,389,4,Sinnoh,Torterra,Ground,"Tank, Crowd Controller, Support",No,"Male, Female",2.2 m (7′03″),310.0 kg (683.4 lbs),95,109,75,105,85,56,525,"Overgrow, Shell Armor",7.03,683.4,Class 4,Class 4
736,390,4,Sinnoh,Chimchar,Fire,"DPS Melee, Scout",No,"Male, Female",0.5 m (1′08″),6.2 kg (13.7 lbs),44,58,58,44,44,61,309,"Blaze, Iron Fist",1.08,13.7,Class 1,Class 1
737,391,4,Sinnoh,Monferno,Fire,"DPS Melee, Scout, Crowd Controller",No,"Male, Female",0.9 m (2′11″),22.0 kg (48.5 lbs),64,78,78,52,52,81,405,"Blaze, Iron Fist",2.11,48.5,Class 2,Class 2
738,391,4,Sinnoh,Monferno,Fighting,"DPS Melee, Scout, Crowd Controller",No,"Male, Female",0.9 m (2′11″),22.0 kg (48.5 lbs),64,78,78,52,52,81,405,"Blaze, Iron Fist",2.11,48.5,Class 2,Class 2
739,392,4,Sinnoh,Infernape,Fire,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.2 m (3′11″),55.0 kg (121.3 lbs),76,104,104,71,71,108,534,"Blaze, Iron Fist",3.11,121.3,Class 3,Class 3
740,392,4,Sinnoh,Infernape,Fighting,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.2 m (3′11″),55.0 kg (121.3 lbs),76,104,104,71,71,108,534,"Blaze, Iron Fist",3.11,121.3,Class 3,Class 3
741,393,4,Sinnoh,Piplup,Water,"Support, Scout",No,"Male, Female",0.4 m (1′04″),5.2 kg (11.5 lbs),53,51,61,53,56,40,314,"Torrent, Competitive",1.04,11.5,Class 1,Class 1
742,394,4,Sinnoh,Prinplup,Water,"Support, Crowd Controller",No,"Male, Female",0.8 m (2′07″),23.0 kg (50.7 lbs),64,66,81,68,76,50,405,"Torrent, Competitive",2.07,50.7,Class 2,Class 2
743,395,4,Sinnoh,Empoleon,Water,"Tank, Support, Crowd Controller",No,"Male, Female",1.7 m (5′07″),84.5 kg (186.3 lbs),84,86,111,88,101,60,530,"Torrent, Competitive",5.07,186.3,Class 4,Class 4
744,395,4,Sinnoh,Empoleon,Steel,"Tank, Support, Crowd Controller",No,"Male, Female",1.7 m (5′07″),84.5 kg (186.3 lbs),84,86,111,88,101,60,530,"Torrent, Competitive",5.07,186.3,Class 4,Class 4
745,396,4,Sinnoh,Starly,Normal,"DPS Ranged, Scout",No,"Male, Female",0.3 m (1′00″),2.0 kg (4.4 lbs),40,55,30,30,30,60,245,"Keen Eye, Reckless",1,4.4,Class 1,Class 1
746,396,4,Sinnoh,Starly,Flying,"DPS Ranged, Scout",No,"Male, Female",0.3 m (1′00″),2.0 kg (4.4 lbs),40,55,30,30,30,60,245,"Keen Eye, Reckless",1,4.4,Class 1,Class 1
747,397,4,Sinnoh,Staravia,Normal,"DPS Ranged, Scout",No,"Male, Female",0.6 m (2′00″),15.5 kg (34.2 lbs),55,75,40,50,40,80,340,"Intimidate, Reckless",2,34.2,Class 2,Class 1
748,397,4,Sinnoh,Staravia,Flying,"DPS Ranged, Scout",No,"Male, Female",0.6 m (2′00″),15.5 kg (34.2 lbs),55,75,40,50,40,80,340,"Intimidate, Reckless",2,34.2,Class 2,Class 1
749,398,4,Sinnoh,Staraptor,Normal,"DPS Ranged, DPS Melee, Scout",No,"Male, Female",1.2 m (3′11″),24.9 kg (54.9 lbs),85,120,50,70,60,100,485,"Intimidate, Reckless",3.11,54.9,Class 2,Class 3
750,398,4,Sinnoh,Staraptor,Flying,"DPS Ranged, DPS Melee, Scout",No,"Male, Female",1.2 m (3′11″),24.9 kg (54.9 lbs),85,120,50,70,60,100,485,"Intimidate, Reckless",3.11,54.9,Class 2,Class 3
751,399,4,Sinnoh,Bidoof,Normal,"Support, Tank",No,"Male, Female",0.5 m (1′08″),20.0 kg (44.1 lbs),59,45,35,40,40,31,250,"Simple, Unaware, Moody",1.08,44.1,Class 2,Class 1
752,400,4,Sinnoh,Bibarel,Normal,"Support, Tank, Crowd Controller",No,"Male, Female",1.0 m (3′03″),31.5 kg (69.4 lbs),79,85,55,60,60,71,410,"Simple, Unaware, Moody",3.03,69.4,Class 3,Class 2
753,400,4,Sinnoh,Bibarel,Water,"Support, Tank, Crowd Controller",No,"Male, Female",1.0 m (3′03″),31.5 kg (69.4 lbs),79,85,55,60,60,71,410,"Simple, Unaware, Moody",3.03,69.4,Class 3,Class 2
754,401,4,Sinnoh,Kricketot,Bug,"Support, Debuffer",No,"Male, Female",0.3 m (1′00″),2.2 kg (4.9 lbs),37,25,25,41,41,25,194,"Shed Skin, Run Away",1,4.9,Class 1,Class 1
755,402,4,Sinnoh,Kricketune,Bug,"Support, Debuffer, Crowd Controller",No,"Male, Female",1.0 m (3′03″),25.5 kg (56.2 lbs),77,85,55,51,51,65,384,"Swarm, Technician",3.03,56.2,Class 2,Class 2
756,403,4,Sinnoh,Shinx,Electric,"DPS Melee, Support",No,"Male, Female",0.5 m (1′08″),9.5 kg (20.9 lbs),45,65,40,34,34,45,263,"Rivalry, Intimidate, Guts",1.08,20.9,Class 2,Class 1
757,404,4,Sinnoh,Luxio,Electric,"DPS Melee, DPS Ranged",No,"Male, Female",0.9 m (2′11″),30.5 kg (67.2 lbs),60,85,60,49,49,60,363,"Rivalry, Intimidate, Guts",2.11,67.2,Class 3,Class 2
758,405,4,Sinnoh,Luxray,Electric,"DPS Melee, DPS Ranged, Debuffer",No,"Male, Female",1.4 m (4′07″),42.0 kg (92.6 lbs),80,120,95,79,79,70,523,"Rivalry, Intimidate, Guts",4.07,92.6,Class 3,Class 3
759,406,4,Sinnoh,Budew,Grass,"Support, Debuffer",No,"Male, Female",0.2 m (0′08″),1.2 kg (2.6 lbs),40,30,50,35,70,55,280,"Natural Cure, Poison Point, Leaf Guard",0.08,2.6,Class 1,Class 1
760,406,4,Sinnoh,Budew,Poison,"Support, Debuffer",No,"Male, Female",0.2 m (0′08″),1.2 kg (2.6 lbs),40,30,50,35,70,55,280,"Natural Cure, Poison Point, Leaf Guard",0.08,2.6,Class 1,Class 1
761,407,4,Sinnoh,Roserade,Grass,"Mage, Support, Debuffer",No,"Male, Female",0.9 m (2′11″),14.5 kg (32.0 lbs),60,70,125,65,105,90,515,"Natural Cure, Poison Point, Technician",2.11,32,Class 2,Class 2
762,407,4,Sinnoh,Roserade,Poison,"Mage, Support, Debuffer",No,"Male, Female",0.9 m (2′11″),14.5 kg (32.0 lbs),60,70,125,65,105,90,515,"Natural Cure, Poison Point, Technician",2.11,32,Class 2,Class 2
763,408,4,Sinnoh,Cranidos,Rock,"DPS Melee, Tank",No,"Male, Female",0.9 m (2′11″),31.5 kg (69.4 lbs),67,125,30,40,30,58,350,"Mold Breaker, Sheer Force",2.11,69.4,Class 3,Class 2
764,409,4,Sinnoh,Rampardos,Rock,"DPS Melee, Tank",No,"Male, Female",1.6 m (5′03″),102.5 kg (226.0 lbs),97,165,65,60,50,58,495,"Mold Breaker, Sheer Force",5.03,226,Class 4,Class 4
765,410,4,Sinnoh,Shieldon,Rock,"Tank, Support",No,"Male, Female",0.5 m (1′08″),57.0 kg (125.7 lbs),30,42,42,118,88,30,350,"Sturdy, Soundproof",1.08,125.7,Class 3,Class 1
766,410,4,Sinnoh,Shieldon,Steel,"Tank, Support",No,"Male, Female",0.5 m (1′08″),57.0 kg (125.7 lbs),30,42,42,118,88,30,350,"Sturdy, Soundproof",1.08,125.7,Class 3,Class 1
767,411,4,Sinnoh,Bastiodon,Rock,"Tank, Support, Crowd Controller",No,"Male, Female",1.3 m (4′03″),149.5 kg (329.6 lbs),60,52,47,168,138,30,495,"Sturdy, Soundproof",4.03,329.6,Class 4,Class 3
768,411,4,Sinnoh,Bastiodon,Steel,"Tank, Support, Crowd Controller",No,"Male, Female",1.3 m (4′03″),149.5 kg (329.6 lbs),60,52,47,168,138,30,495,"Sturdy, Soundproof",4.03,329.6,Class 4,Class 3
769,412,4,Sinnoh,"Burmy
Plant Cloak",Bug,"Support, Scout",No,"Male, Female",0.2 m (0′08″),3.4 kg (7.5 lbs),40,29,29,45,45,36,224,"Shed Skin, Overcoat",0.08,7.5,Class 1,Class 1
770,412,4,Sinnoh,"Burmy
Sandy Cloak",Bug,"Tank, Support",No,"Male, Female",0.2 m (0′08″),3.4 kg (7.5 lbs),40,29,29,45,45,36,224,"Shed Skin, Overcoat",0.08,7.5,Class 1,Class 1
771,412,4,Sinnoh,"Burmy
Trash Cloak",Bug,"Support, Tank",No,"Male, Female",0.2 m (0′08″),3.4 kg (7.5 lbs),40,29,29,45,45,36,224,"Shed Skin, Overcoat",0.08,7.5,Class 1,Class 1
772,413,4,Sinnoh,"Wormadam
Plant Cloak",Bug,"Support, Crowd Controller",No,Female,0.5 m (1′08″),6.5 kg (14.3 lbs),60,59,79,85,105,36,424,"Anticipation, Overcoat",1.08,14.3,Class 1,Class 1
773,413,4,Sinnoh,"Wormadam
Plant Cloak",Grass,"Support, Crowd Controller",No,Female,0.5 m (1′08″),6.5 kg (14.3 lbs),60,59,79,85,105,36,424,"Anticipation, Overcoat",1.08,14.3,Class 1,Class 1
774,413,4,Sinnoh,"Wormadam
Sandy Cloak",Bug,"Tank, Support",No,Female,0.5 m (1′08″),6.5 kg (14.3 lbs),60,79,59,105,85,36,424,"Anticipation, Overcoat",1.08,14.3,Class 1,Class 1
775,413,4,Sinnoh,"Wormadam
Sandy Cloak",Ground,"Tank, Support",No,Female,0.5 m (1′08″),6.5 kg (14.3 lbs),60,79,59,105,85,36,424,"Anticipation, Overcoat",1.08,14.3,Class 1,Class 1
776,413,4,Sinnoh,"Wormadam
Trash Cloak",Bug,"Tank, Support",No,Female,0.5 m (1′08″),6.5 kg (14.3 lbs),60,69,69,95,95,36,424,"Anticipation, Overcoat",1.08,14.3,Class 1,Class 1
777,413,4,Sinnoh,"Wormadam
Trash Cloak",Steel,"Tank, Support",No,Female,0.5 m (1′08″),6.5 kg (14.3 lbs),60,69,69,95,95,36,424,"Anticipation, Overcoat",1.08,14.3,Class 1,Class 1
778,414,4,Sinnoh,Mothim,Bug,"DPS Ranged, Scout",No,Male,0.9 m (2′11″),23.3 kg (51.4 lbs),70,94,94,50,50,66,424,"Swarm, Tinted Lens",2.11,51.4,Class 2,Class 2
779,414,4,Sinnoh,Mothim,Flying,"DPS Ranged, Scout",No,Male,0.9 m (2′11″),23.3 kg (51.4 lbs),70,94,94,50,50,66,424,"Swarm, Tinted Lens",2.11,51.4,Class 2,Class 2
780,415,4,Sinnoh,Combee,Bug,"Support, Scout",No,"Male, Female",0.3 m (1′00″),5.5 kg (12.1 lbs),30,30,30,42,42,70,244,"Honey Gather, Hustle",1,12.1,Class 1,Class 1
781,415,4,Sinnoh,Combee,Flying,"Support, Scout",No,"Male, Female",0.3 m (1′00″),5.5 kg (12.1 lbs),30,30,30,42,42,70,244,"Honey Gather, Hustle",1,12.1,Class 1,Class 1
782,416,4,Sinnoh,Vespiquen,Bug,"Tank, Support, Crowd Controller",No,Female,1.2 m (3′11″),38.5 kg (84.9 lbs),70,80,80,102,102,40,474,"Pressure, Unnerve",3.11,84.9,Class 3,Class 3
783,416,4,Sinnoh,Vespiquen,Flying,"Tank, Support, Crowd Controller",No,Female,1.2 m (3′11″),38.5 kg (84.9 lbs),70,80,80,102,102,40,474,"Pressure, Unnerve",3.11,84.9,Class 3,Class 3
